Start Date,Start Time,End Date,End Time,Location,_link,_trackId,_titleCheck,_eventDescription,_speakers,Description,Subject
14/06/18,3:20 PM,14/06/18,4:10 PM,"Mediacampus, Forum",https://web2day.co/evenements/litterature-et-nouvelles-technos/,280,Littérature et nouvelles technos,,"Rachel VANIER, Author
Elise NEBOUT, Co-founder @Les Mots
Jean CHABOD, Independant Journalist
","Littérature et nouvelles technos

													
Rachel VANIER, Author
Elise NEBOUT, Co-founder @Les Mots
Jean CHABOD, Independant Journalist


🎓=Mediacampus, Forum
👐=Society & FTW",🎓·👐·Littérature et nouvelles technos
13/06/18,4:00 PM,13/06/18,4:30 PM,Chapitalk,https://web2day.co/evenements/ma-story-dentrepreneur-de-la-banque-affaires-a-la-democratisation-du-co-freelancing/,276,Ma story d’entrepreneur : de la banque affaires à la démocratisation du co-freelancing,"Descriptif à venir…
","Arthur HAGIAGE, CEO @A line
","Ma story d’entrepreneur : de la banque affaires à la démocratisation du co-freelancing
Descriptif à venir…

Arthur HAGIAGE, CEO @A line


🎪=Chapitalk
🚀=Startup & entrepreneurship",🎪·🚀·Ma story d’entrepreneur : de la banque affaires à la démocratisation du co-freelancing
14/06/18,6:00 PM,14/06/18,7:00 PM,Trempolino,https://web2day.co/evenements/mailjet-rgpd/,276,La GDPR expliquée aux non juristes en BD,"Descriptif à venir…
","Marc-Antoine LEDIEU, Barrister  @Bardehle Pagenberg
","La GDPR expliquée aux non juristes en BD
Descriptif à venir…

													
Marc-Antoine LEDIEU, Barrister  @Bardehle Pagenberg


🚌=Trempolino
🚀=Startup & entrepreneurship",🚌·🚀·La GDPR expliquée aux non juristes en BD
14/06/18,2:00 PM,14/06/18,2:30 PM,"Maxi, Stereolux",https://web2day.co/evenements/mes-data-sont-a-moi-pour-une-patrimonialite-des-donnees-personnelles/,280,La patrimoinité des données numériques,,"Gaspard KOENIG, CEO @GenerationLibre
","La patrimoinité des données numériques

													
Gaspard KOENIG, CEO @GenerationLibre


↔️=Maxi, Stereolux
👐=Society & FTW",↔️·👐·La patrimoinité des données numériques
14/06/18,4:20 PM,14/06/18,5:00 PM,Atlanbois,https://web2day.co/evenements/microservices-are-not-worth-the-trouble/,278,Microservices are not Worth the Trouble..??,,"James BIRNIE, Lead Consultant @ThoughtWorks
","Microservices are not Worth the Trouble..??

													
James BIRNIE, Lead Consultant @ThoughtWorks


🌳=Atlanbois
💻=Tech",🌳·💻·Microservices are not Worth the Trouble..??
13/06/18,2:40 PM,13/06/18,3:00 PM,Atlanbois,https://web2day.co/evenements/microservices-to-reduce-ship-emissions/,278,Microservices to reduce ship emissions?,,"Charles-Edouard CADY, Engineer @SIREHNA
","Microservices to reduce ship emissions?

													
Charles-Edouard CADY, Engineer @SIREHNA


🌳=Atlanbois
💻=Tech",🌳·💻·Microservices to reduce ship emissions?
14/06/18,11:00 AM,14/06/18,11:30 AM,Chapitalk,https://web2day.co/evenements/mixite-et-equipe-technique/,278,La mixité dans la tech : facteur d’innovation et de créativité,"La féminisation des métiers techniques restent encore un enjeu important en France.
Les enquêtes ont pourtant confirmées que la mixité F/H est avant tout un atout de bien être au travail dans les métiers de l’innovation.
Joignez-vous à moi pour discuter de l’importance et de l’urgence de renforcer l’égalité professionnelle plus que jamais dans la tech aujourd’hui avec l’arrivée des nouvelles technologies tel que : le Cloud, l’IA, le Big Data…
Les conférences Tech du web2day avec ENI
","Dipty CHANDER, CEO @Association E-mma France
","La mixité dans la tech : facteur d’innovation et de créativité
La féminisation des métiers techniques restent encore un enjeu important en France.
Les enquêtes ont pourtant confirmées que la mixité F/H est avant tout un atout de bien être au travail dans les métiers de l’innovation.
Joignez-vous à moi pour discuter de l’importance et de l’urgence de renforcer l’égalité professionnelle plus que jamais dans la tech aujourd’hui avec l’arrivée des nouvelles technologies tel que : le Cloud, l’IA, le Big Data…
Les conférences Tech du web2day avec ENI

													
Dipty CHANDER, CEO @Association E-mma France


🎪=Chapitalk
💻=Tech",🎪·💻·La mixité dans la tech : facteur d’innovation et de créativité
13/06/18,2:20 PM,13/06/18,3:00 PM,"Micro, Stereolux",https://web2day.co/evenements/mjml-le-nouveau-standard-pour-ecrire-nos-emails/,278,"MJML, le nouveau standard pour écrire nos emails ?","A l’heure où les fameux « table, tr, td » nous arrachent encore les cheveux dès que l’on souhaite faire un template d’email, MJML vient se poser depuis plus d’un an comme une alternative de luxe. Initialement développé au sein de Mailjet, ce framework Open Source est un véritable chef d’oeuvre pour concevoir ses emails.

Les conférences de l’univers tech avec l’ENI 
","Thomas DENEULIN, CTO - Software Engineer @DeliPress - Weglot
","MJML, le nouveau standard pour écrire nos emails ?

													
Thomas DENEULIN, CTO - Software Engineer @DeliPress - Weglot


🔬=Micro, Stereolux
💻=Tech","🔬·💻·MJML, le nouveau standard pour écrire nos emails ?"
14/06/18,5:00 PM,14/06/18,6:00 PM,Trempolino,https://web2day.co/evenements/monetize-and-grow-your-saas/,276,Monetize and grow your SaaS,"Workshop on SaaS economics (with a strong focus on key business metrics to monitor: e.g., LTV, CAC, MRR), pricing and billing models, early-stage sales strategy.
","Olivier GODEMENT, Growth and operations @Stripe
","Monetize and grow your SaaS
Workshop on SaaS economics (with a strong focus on key business metrics to monitor: e.g., LTV, CAC, MRR), pricing and billing models, early-stage sales strategy.

Olivier GODEMENT, Growth and operations @Stripe


🚌=Trempolino
🚀=Startup & entrepreneurship",🚌·🚀·Monetize and grow your SaaS
13/06/18,4:40 PM,13/06/18,5:20 PM,"Mediacampus, Forum",https://web2day.co/evenements/my-landing-page-is-better-than-yours/,277,My landing page is better than yours. UX tune.,"Faisons bien, mais faisons simple : vous pouvez dépenser des fortunes pour amener des utilisateurs sur vos landing pages, si celles-ci ne sont pas optimisées et conçues pour atteindre des objectifs pré-définis (génération de leads, inscription à une newsletter, download de document, etc.) et pour répondre aux attentes des utilisateurs, autant envoyer cet argent sur mon Paypal personnel.
Une approche pragmatique pour optimiser vos landing pages ou comment faire mieux pour obtenir plus.
Pour plus de détails, venez voir la conférence.
","MC CASAL, UX Strategist @Relax In The Air
","My landing page is better than yours. UX tune.

													
MC CASAL, UX Strategist @Relax In The Air


🎓=Mediacampus, Forum
💵=Market, com & media",🎓·💵·My landing page is better than yours. UX tune.
13/06/18,2:00 PM,13/06/18,2:40 PM,Atlanbois,https://web2day.co/evenements/native-chatbot/,278,Native chatbot,,"Jérémy BOUDIER, Manager & CTO @Expertime
","Native chatbot

													
Jérémy BOUDIER, Manager & CTO @Expertime


🌳=Atlanbois
💻=Tech",🌳·💻·Native chatbot
13/06/18,6:00 PM,13/06/18,6:20 PM,"Maxi, Stereolux",https://web2day.co/evenements/natural-machines-founder-story/,276,Natural Machines : Founder Story,,"Lynette KUCSMA, Co-Founder @Natural Machines
","Natural Machines : Founder Story

													
Lynette KUCSMA, Co-Founder @Natural Machines


↔️=Maxi, Stereolux
🚀=Startup & entrepreneurship",↔️·🚀·Natural Machines : Founder Story
15/06/18,9:40 AM,15/06/18,10:00 AM,Atlanbois,https://web2day.co/evenements/nouveau-paradigme-pour-les-entrepreneurs-atypiques-en-france/,279,Nouveau paradigme pour les entrepreneurs atypiques en France,,"Frédéric	VEZON,  CEO @ASPertise
","Nouveau paradigme pour les entrepreneurs atypiques en France

													
Frédéric	VEZON,  CEO @ASPertise


🌳=Atlanbois
💼=Corporate",🌳·💼·Nouveau paradigme pour les entrepreneurs atypiques en France
14/06/18,2:20 PM,14/06/18,3:00 PM,Atlanbois,https://web2day.co/evenements/one-brain-one-keyboard-one-editor/,278,"One Brain, One Keyboard, One Editor",,"Miroslav ŠEDIVÝ, Senior Software Architect @UBIMET GmbH
","One Brain, One Keyboard, One Editor

													
Miroslav ŠEDIVÝ, Senior Software Architect @UBIMET GmbH


🌳=Atlanbois
💻=Tech","🌳·💻·One Brain, One Keyboard, One Editor"
15/06/18,2:40 PM,15/06/18,3:20 PM,Atlanbois,https://web2day.co/evenements/open-source-non-assistance-a-ux-en-danger/,332,Open Source : Non-assistance à UX en danger,,"Nicolas VÉRITÉ, Founder @Nayego
","Open Source : Non-assistance à UX en danger

													
Nicolas VÉRITÉ, Founder @Nayego


🌳=Atlanbois
🖌=Design",🌳·🖌·Open Source : Non-assistance à UX en danger
14/06/18,5:20 PM,14/06/18,5:50 PM,"Maxi, Stereolux",https://web2day.co/evenements/orange-bank/,279,Une grande entreprise peut-elle innover en mode start-up ?,"Descriptif à avenir…
","Pierre JACOBS, Directeur Orange Ouest @Orange
","Une grande entreprise peut-elle innover en mode start-up ?
Descriptif à avenir…

Pierre JACOBS, Directeur Orange Ouest @Orange


↔️=Maxi, Stereolux
💼=Corporate",↔️·💼·Une grande entreprise peut-elle innover en mode start-up ?
13/06/18,8:45 AM,13/06/18,9:05 AM,"Maxi, Stereolux",https://web2day.co/evenements/ouverture-du-festival-avec-em-sheperd/,280,Ouverture du festival avec EM SHEPERD,"
Artiste versatile en pleine effervescence sur la scène électro Nantaise, Mathieu Epaillard, alias EM SHEPERD, tel un pâtre de sonorités sensibles, nous transporte avec lyrisme sur d’émotives altitudes.
En collaboration étroite avec Nicolas Berrivin et autres noms de la scène ligérienne, EM SHEPERD éclôt avec la sortie de son premier ep en juin 2018. Une incursion sonore délicate, spirituelle et rythmique, autour de voix et claviers aériens. L’expression brute de la tendresse d’un jeune passionné d’harmonies riches et sans concession.
Mathieu construit sa route avec le lancement de son live en duo avec Valentin Guilbaud (batterie), l’aventure s’envole comme les premières lignes d’une séduisante histoire personnelle et sensuelle.
 
Artistes : Mathieu Epaillard et Valentin Guilbaud
 
Facebook 
Musique 
Live à Stereolux
",,"Ouverture du festival avec EM SHEPERD

Artiste versatile en pleine effervescence sur la scène électro Nantaise, Mathieu Epaillard, alias EM SHEPERD, tel un pâtre de sonorités sensibles, nous transporte avec lyrisme sur d’émotives altitudes.
En collaboration étroite avec Nicolas Berrivin et autres noms de la scène ligérienne, EM SHEPERD éclôt avec la sortie de son premier ep en juin 2018. Une incursion sonore délicate, spirituelle et rythmique, autour de voix et claviers aériens. L’expression brute de la tendresse d’un jeune passionné d’harmonies riches et sans concession.
Mathieu construit sa route avec le lancement de son live en duo avec Valentin Guilbaud (batterie), l’aventure s’envole comme les premières lignes d’une séduisante histoire personnelle et sensuelle.
 
Artistes : Mathieu Epaillard et Valentin Guilbaud
 
Facebook 
Musique 
Live à Stereolux



↔️=Maxi, Stereolux
👐=Society & FTW",↔️·👐·Ouverture du festival avec EM SHEPERD
13/06/18,12:00 PM,13/06/18,12:30 PM,"Micro, Stereolux",https://web2day.co/evenements/passer-du-closed-code-a-lopen-source/,278,Passer du closed code à l’open source,"Retour d’expérience d’un développeur qui a fait 6 ans d’éditeur de logiciel propriétaire pour ensuite passer dans le monde de l’open source.
Les conférences de l’univers tech avec l’ENI 
","Wadeck FOLLONIER, Security Software Engineer @CloudBees
","Passer du closed code à l’open source

													
Wadeck FOLLONIER, Security Software Engineer @CloudBees


🔬=Micro, Stereolux
💻=Tech",🔬·💻·Passer du closed code à l’open source
15/06/18,2:00 PM,15/06/18,2:40 PM,"Mediacampus, Forum",https://web2day.co/evenements/pourquoi-securiser-et-maitriser-les-collectes-de-datas-sur-mobile/,280,Pourquoi sécuriser et maîtriser les collectes de datas sur mobile,,"Esther ONFROY, Founder @Exodus Privacy
","Pourquoi sécuriser et maîtriser les collectes de datas sur mobile

													
Esther ONFROY, Founder @Exodus Privacy


🎓=Mediacampus, Forum
👐=Society & FTW",🎓·👐·Pourquoi sécuriser et maîtriser les collectes de datas sur mobile
13/06/18,2:00 PM,13/06/18,3:30 PM,Trempolino,https://web2day.co/evenements/presenter-les-missions-et-les-positions-du-designer-digital-dans-les-organisations-du-type-startup-ou-grande-entreprise/,332,Quelles missions et fonctions du design digital dans les startups et les entreprises en transformation numérique ?,"Sous le format d’un échange entre les deux speakers et la salle nous apporteront une éclairage sur les questions suivantes :
– Qu’est ce que le design peut apporter comme valeur ajoutée à un projet digital ?
– Quelles sont différentes typologies de designers pour les projets numériques ?
– Comment les faire intervenir dans vos projets de startup et d’entreprise?
– Quels sont les outils et les moyens techniques dont a besoin un designer?
– Pourquoi le design et le digital changent ils fortement la culture d’entreprise ?




Un workshop Design Thinking by L’École de design.




                
","Fabien RATIER, Senior Art Director @Niji
Jean Luc BARASSARD, CEO entreprise strategie @L'École de design nantes Atlantique 
","Quelles missions et fonctions du design digital dans les startups et les entreprises en transformation numérique ?
Sous le format d’un échange entre les deux speakers et la salle nous apporteront une éclairage sur les questions suivantes :
– Qu’est ce que le design peut apporter comme valeur ajoutée à un projet digital ?
– Quelles sont différentes typologies de designers pour les projets numériques ?
– Comment les faire intervenir dans vos projets de startup et d’entreprise?
– Quels sont les outils et les moyens techniques dont a besoin un designer?
– Pourquoi le design et le digital changent ils fortement la culture d’entreprise ?




Un workshop Design Thinking by L’École de design.




                

													
Fabien RATIER, Senior Art Director @Niji
Jean Luc BARASSARD, CEO entreprise strategie @L'École de design nantes Atlantique 


🚌=Trempolino
🖌=Design",🚌·🖌·Quelles missions et fonctions du design digital dans les startups et les entreprises en transformation numérique ?
13/06/18,11:30 AM,13/06/18,12:00 PM,"Micro, Stereolux",https://web2day.co/evenements/privacy-by-design/,278,Privacy by design,"Surgissant du passé, le concept de Privacy by Design devient populaire auprès des startups qui s’empressent de s’estampiller « Privacy compliant ». Mais protéger les données des utilisateurs, ça signifie quoi concrètement ? Quelles sont les mesures et les concepts nécessaires à la mise en place d’un service réellement Privacy by Design ? Quels sont les conséquences techniques et les pièges à éviter pour ne pas sombrer dans une formule creuse ? Comment l’écosystème Open Source peut-il, par nature, fournir les éléments essentiels à la protection de la vie privée de nos utilisateurs ?
De 1978 à aujourd’hui, voyons comment mettre en place une stratégie Privacy by Design, basée sur des solutions Open Source, réellement efficace.
Les conférences Tech du web2day avec ENI
","Matthias DUGUÉ, Tech Evangelist @alwaysdata
","Privacy by design

													
Matthias DUGUÉ, Tech Evangelist @alwaysdata


🔬=Micro, Stereolux
💻=Tech",🔬·💻·Privacy by design
15/06/18,11:10 AM,15/06/18,11:50 AM,"Micro, Stereolux",https://web2day.co/evenements/progressive-web-app-en-pratique/,278,Progressive Web App en pratique,,"Guillaume PONÇON, CTO @non.li
","Progressive Web App en pratique

													
Guillaume PONÇON, CTO @non.li


🔬=Micro, Stereolux
💻=Tech",🔬·💻·Progressive Web App en pratique
14/06/18,5:40 PM,14/06/18,6:20 PM,"Micro, Stereolux",https://web2day.co/evenements/quality-mentality/,332,Quality Mentality,"Ever wondered why we still ship buggy games, despite all available resources and invested effort, even when it comes to big AAA titles?

Are you curious as to what impact the different bugs can have on your game?

Do you want to learn more about the strategies you can implement in order to avoid impactful bugs, without the need to poor too many resources into QA?

You have come to the right place! 

We will be discussing:

Reasons for games being released in a buggy state – production and scheduling issues;
Bugs impact vs bad design impact;
Strategies to employ in order to avoid impactful bugs and bad design.

","Silviya IVANOVA KRASTEVA, QA & Testing Responsible @AB Tasty
","Quality Mentality
Ever wondered why we still ship buggy games, despite all available resources and invested effort, even when it comes to big AAA titles?

Are you curious as to what impact the different bugs can have on your game?

Do you want to learn more about the strategies you can implement in order to avoid impactful bugs, without the need to poor too many resources into QA?

You have come to the right place! 

We will be discussing:

Reasons for games being released in a buggy state – production and scheduling issues;
Bugs impact vs bad design impact;
Strategies to employ in order to avoid impactful bugs and bad design.


													
Silviya IVANOVA KRASTEVA, QA & Testing Responsible @AB Tasty


🔬=Micro, Stereolux
🖌=Design",🔬·🖌·Quality Mentality
14/06/18,2:00 PM,14/06/18,2:20 PM,Atlanbois,https://web2day.co/evenements/quand-un-langage-de-data-science-se-met-a-faire-du-web/,278,Quand un langage de data science se met à faire du web,,"Colin FAY, Data Analyst @ThinkR
","Quand un langage de data science se met à faire du web

													
Colin FAY, Data Analyst @ThinkR


🌳=Atlanbois
💻=Tech",🌳·💻·Quand un langage de data science se met à faire du web
14/06/18,11:45 AM,14/06/18,12:30 PM,"Micro, Stereolux",https://web2day.co/evenements/rebondir-sur-lechec-lart-de-faire-de-nos-revers-des-coups-gagnants/,276,Rebondir sur l’échec : L’art de faire de nos revers des coups gagnants,,"Fred COLANTONIO, Founder @CGroup Communication SPRL
","Rebondir sur l’échec : L’art de faire de nos revers des coups gagnants

													
Fred COLANTONIO, Founder @CGroup Communication SPRL


🔬=Micro, Stereolux
🚀=Startup & entrepreneurship",🔬·🚀·Rebondir sur l’échec : L’art de faire de nos revers des coups gagnants
14/06/18,5:40 PM,14/06/18,6:20 PM,Atlanbois,https://web2day.co/evenements/redecouvrir-lunivers-connu-avec-le-dataset-de-la-nasa/,278,Redécouvrir l’univers connu avec le dataset de la NASA,"Cela fait des années que l’humanité explore le ciel, rêvant de voyages intersidérales et de nouvelles colonies planétaires. Et toi, as-tu envie de partir 3h avec nous à la découverte de l’univers ?
Il se trouve que la NASA possède un formidable jeu de données publiques, notamment celui qui est utilisé pour la recherche d’exoplanètes, c’est-à-dire de planètes situées en dehors de notre système solaire.
C’est ainsi que le projet HelloExoWorld a vu le jour. Son objectif ? Voir des développeurs fans d’analyse de données sont capables de participer à la recherche d’exoplanètes en utilisant ces données publiques de la NASA. Vous découvrirez durant ce talk la création du projet, les résultats actuels, ainsi que son évolution vers une communauté active.
","Horacio GONZALES, DevRel @OVH
Kevin GEORGES, TechLead @OVH
","Redécouvrir l’univers connu avec le dataset de la NASA

													
Horacio GONZALES, DevRel @OVH
Kevin GEORGES, TechLead @OVH


🌳=Atlanbois
💻=Tech",🌳·💻·Redécouvrir l’univers connu avec le dataset de la NASA
